file,sha256,bytes,lines,owner,role,unsafe_sites,allocation_copy_sites,global_or_discovery_sites,reachability,contracts,lifetime,cost,review_status,disposition,evidence
island-unity/validation/fallen-logs-2026-09-14/end-grain-preview.png,d1670caa351ca3652419471ef7297752b39f76aa7f3a52eed72830507b139d75,20076,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/foam-boundary-fade-2026-09-14/README.md,b91c25b1b0b6b06f180d7b9b573b8c9ae6bf7e0f9f09809e3590c50fc82017cd,1484,27,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/foam-height-cutoff-2026-09-14/README.md,9d5f7bdcb59c773eb82966773f3d917e9831eec31fca80cf1c603f4e4baf2b0c,1736,29,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/foam-height-cutoff-2026-09-14/no-aft-wake-preview.png,76574b0d4583592b66b28da87d60715d1c5e75fc6c2984a319fc8207feaae5de,712863,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/hull-clamp-feather-2026-09-10/README.md,a3a4576b2abae8c60fa5f8728a749970dd914ca53d9b8af4cd76d3c8d56223c3,1276,23,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/island-empty-lod3-2026-09-13/EmptySnapshotReproTests.cs,02370d22fadb4c817109a84f40b248e35cfdc81bd4a207264328a07ec480a3ee,4097,69,island-unity,test,0,0,0,,,,,pending,investigate,
island-unity/validation/island-empty-lod3-2026-09-13/README.md,0e42bf8f9570b009e8c951b8b8fcb29c5f8a3ceca6112b708d5a6433ddb07be4,1954,11,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/island-lod3-2026-09-12/README.md,beb58ef0db6cd2aa03553c0839506abe85b982331681be137eb76a898fc34ca0,2191,17,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/island-lod3-rise-2026-09-13/README.md,34926d7cc9ce5ec00c887c533275957021a1a2d2dae9af75bf8ae2e5bc8481b7,1726,13,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/lod-seams-2026-09-14/README.md,84b1f099ca57bad1d9628522a92e637761530b997275b9c794da28c9911d0376,2614,34,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/navigation-2026-09-15/README.md,f3b88c704f9c78c229885c31862cf926b7a05e61171e9fc73f29d553b030a99a,6162,106,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/navigation-2026-09-15/benchmark.json,20e0032dfb2b4efb1c90637b1d4070580e387c58f6e6b4195c8443e2aa7418cf,1231,35,island-unity,build/config,0,0,0,,,,,pending,investigate,
island-unity/validation/no-edge-bands-2026-09-11/README.md,eee4911044b6ccb0b47481ff939f59939ec1bbd9bc3b5541ec5151f1c21eca61,755,13,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/no-edge-bands-2026-09-11/coastal-tint-only.png,e4d8e91936591879bb9aaa2cc20e0377a5237453ba792acea6d29eacd9be9644,87812,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/no-edge-bands-2026-09-11/river-without-edge-band.png,5ae0ffcb157f6e714c06807f9b2d9e8d116aedfa34a54c34f16fa4b8e6cad134,119597,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-foam-2026-09-10/README.md,bba6b10eaf27ec40830392f6f27953c8e4f1c055172ebaa6c8fbc23559833987,2327,39,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-foam-2026-09-10/cellular-foam-distorted-phase-0.png,bb405e9c0aefbb3537fa2887034e1af8134ef63f537fccc9c44459c2d44081fd,183374,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-foam-2026-09-10/cellular-foam-weather-noise-phase-0.png,1b796988a46e3456b02f1390454b09ab668184fc0aa46e30e668b983f2c99a67,304189,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-foam-2026-09-10/cellular-foam-weather-noise-phase-1.png,a96d1a87b055dd8b3d7600a29f9ab9b955b13820c291a50cd6a09cdb0261ecac,309054,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-foam-2026-09-10/foam-distorted-phase-0.png,e68171f6078cf6a7433fc3a83719fbbffcb4db59f09c214ec4011da7ca0befad,70938,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-foam-2026-09-10/foam-distorted-phase-1.png,1e5ff083ac4e8e0cf21458fa93ce48ac025b157977b1d4c84a8857cfe1cb979c,70459,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-foam-2026-09-10/foam-undistorted.png,6919090d466bfaa3c609025dfcf11c5705d1f2833983e1a615b74c1881571e45,20161,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-height-and-boat-foam-2026-09-10/README.md,aa8f28ab5d930190dd860e95c5197df7be5c83558ebaaac0959fc8e191d7fdd5,1020,17,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-height-and-boat-foam-2026-09-10/ocean-height-translucency.png,abc6f1bb41c8728f79695745767ebfae6a105dd3fd05015d56e562391d95214d,94403,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-optics-2026-09-11/README.md,99a6162038959ccdcd36924d16100dbe6750bf07e0ef17baf61ed00f667a68b8,2043,32,island-unity,documentation,1,0,0,,,,,pending,investigate,
island-unity/validation/ocean-optics-2026-09-11/refraction-baseline.png,eb779f6d5cb21af6f3500670041e0ba07c5c6b3987f13ae8fed7cf8138d55856,4332,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-optics-2026-09-11/refraction-safe.png,336663f3eccf19a2074276bec13c67f003d4072ccbc8e411863af7097e5e90f6,3982,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-optics-2026-09-11/refraction-unsafe.png,d53720325364341b053ceaec188e6ca866b92278df3b82bd2ade1b86a93c17f3,3889,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-seabed-blend-2026-09-12/README.md,618b8f23fb02365d332a00fe45e481ef5da60cc6d83fe4bb5a379078b8619723,1514,12,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-seabed-blend-2026-09-12/ocean-ten-metre-cutoff.png,061b46cfb0573f6136f097cba7469208a1f4aa34bea5ef7aeb8542db1466e845,531,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-smooth-ripples-2026-09-11/README.md,5bdac7b5bab8e4d96010a19d2d7abc7ad11451e9c0b322d44c05a2fe77876573,1598,27,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-translucency-2026-09-10/README.md,02e7a0f7caf3e1a8dcb19da0615d4bd02024ffbb45101110eab156fecf1a790b,8989,149,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-translucency-2026-09-10/ocean-after.png,3b121de9305a5ec8d4a2ff0d1c5351772fec00e4e6134d3dfbf2d5fa1d267c28,81178,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-translucency-2026-09-10/ocean-before.png,65a3268469cdc9a550d2888dc3f98d22682412a8f7802fdaf210f0384c72de67,80677,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-translucency-2026-09-10/ocean-feathered-crests.png,e86df6455fd37b63afc8a0cc2b1188ae13c09ac09cf9488ae9da30226a2f6a92,92736,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-translucency-2026-09-10/ocean-height-mask.png,0b0c3d548a3b45259b1f5f630750d2d239bcf0a9aa2528c5a17cc628ae8e5047,82048,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-translucency-2026-09-10/ocean-initial-strong.png,77129f75184f02c633ea80df704b096164a2d2571e35669f37b1b0d688834817,89866,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-translucency-2026-09-10/ocean-strength-4.png,16531a4efd7bb4e27fef9872fad5a35d35fa319d382bbdbb1d3f28708b0dc152,85538,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-translucency-2026-09-10/ocean-strength-6-ambient.png,2bd04728091b4b8eb7b1274570a49d6faaacc82530a4b4f21c2057ace454cb0d,96087,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ocean-translucency-2026-09-10/ocean-weighted-crests.png,86a92a71e2b1a763a5cf97a8ae2fca2fb9a73fa0f35bcfebbdf6846045b3b351,95117,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/planar-reflection-frustum-2026-09-13/README.md,21da221be6f227283cfbf534c76993d60b0c68b72ff4ddad85716aaac0c3b627,1634,30,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/planar-reflection-frustum-2026-09-13/baseline-reproduction.cs.txt,f6b6e37c04968467f798a3cb74d372fd157cc1084dc1cbbc28588f7bbcb288e6,1189,25,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/river-bank-band-2026-09-11/README.md,ce5fccebe2536146020cec6ad3524b65827797d1d61028f77a1768749b688e13,951,17,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/river-bank-band-2026-09-11/river-bank-band.png,4992c0b96ba13eb48efd742fd57b72d0b98d67d57200fb23e45174eee869c3d5,125298,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/river-flow-restoration-2026-09-11/README.md,c0f8afa73300bb902c9f0debcb04d9723282df46d2a4443afaa028f6182c2e93,1351,23,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/river-flow-restoration-2026-09-11/bed-with-distortion.png,043bcfd7d2020c26652fe02d287d94c4a4a9d1ab2478c39597cdecdd62f10936,20156,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/river-flow-restoration-2026-09-11/bed-without-distortion.png,7bc48c6cf824b32e17e12025a6484b24ffba2f7ef161d0356db4128864eac6aa,11588,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/river-flow-restoration-2026-09-11/river-bend-and-rapids.png,a6c0fd630272e5ebd940921c36839cea64f5c2c518e423c785d14ec1c54c9ce0,128543,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/river-optics-2026-09-11/README.md,8b514825e4f6fc9fd42f03df579351fc28e8f33fd9c803e5157b5a36ce2d8c61,1866,36,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/river-optics-2026-09-11/river-bend-and-rapids.png,69263f96f4de74a9b03d7282024d70efa7a10768b00ce2a65720a5508cfc2ce8,120112,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/river-optics-2026-09-11/river-without-detail.png,7ed468c67c20134bf4c9aad84d1b6267708e73b1785d1eda9917b3abb1fc95f8,92895,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/river-optics-2026-09-11/river-without-foam.png,586441b9d2ba472a3871203816a3168b0b8400e7d0664c0b26529f63b6b61c0c,100103,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/ship-waterline-spray-2026-09-11/README.md,3f1a303a1f8c70e0179ac86b370b4d07e253ea21f0afca8ceeb88e361a8bdf69,3807,59,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/terrain-batch-indices-2026-09-13/README.md,a50e11a746fecebd99de6e55f80a303e212df7c5059316759c2346bc0fc9de46,1477,9,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/underwater-camera-2026-09-12/README.md,65e1c1afd5377df86a562cf778df2857b26669062ae8221ee59107a3a688ae9b,1958,11,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/underwater-camera-2026-09-12/partial-False-0.png,ba339013f48b704e97aa86e0e2b4d5634da88c82ca5e425d24ef57d82d6e7880,561,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/underwater-camera-2026-09-12/partial-False-30.png,b8b3110a723ca2a31856cbe92c0ea2cc790772cb3bd03be0a9df30873f72762d,2534,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/underwater-camera-2026-09-12/partial-True-25.png,29bd9856a5c7a5e6aaa714f58e210df4d53a1068575403a20a125c415147280b,2264,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/underwater-camera-2026-09-12/rolled-exit-depth.png,dde6021aacae4d7adba9bea5050f075f56fcda2f4abc2857ab82cfd7af3b6140,8787,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/underwater-camera-2026-09-12/underwater-looking-down.png,bf54d7578c5ded7a05d57f42a30d1ce4982c191ad6492c831f7b14f2a35c1189,531,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/underwater-camera-2026-09-12/underwater-looking-up.png,2306fa9a96e1ad97a77d081dc5cbaa154cef5e2399f3b898b98a8f43e55df997,9001,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/underwater-camera-2026-09-12/wave-crest.png,610fd6804de032c02ca30cda5e262038c6d278703689c3535171c671c515b297,2635,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/underwater-camera-2026-09-12/wave-trough.png,caee0857d799f857ddc01db4ec34038af2f9513f9504310321c6683080aa0643,4389,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/unified-ocean-no-aft-wake-2026-09-12/README.md,21be4cec0232ceef5516576c9df4f7ed421a3f21b8cc15fd815d6e086a81dcd3,1482,9,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/visible-wave-foam-cutoff-2026-09-12/README.md,d2b84216489e6476a11235c253d1f934175eabc2d2b78d94203829740b36ccfd,1440,13,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/visible-wave-foam-cutoff-2026-09-12/flat-ocean-no-foam.png,3ae7b2879d08d8c454ec9094d2d647aad72d9e1b5ab8c9204e4a6881d99d3110,7288,0,island-unity,asset/metadata,0,0,0,,,,,pending,investigate,
island-unity/validation/water-viewport-edges-2026-09-14/README.md,10eacd378af0dfc79b5e42827a36edeee5c4995f7cf9bc5468e0ce3b4bf69578,1563,26,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/waterline-outward-blend-2026-09-10/README.md,7f10d106e655ffee31bc8435ef07ec4de4a43b8ec9228be86663d9d0a8c6ef01,1492,24,island-unity,documentation,0,0,0,,,,,pending,investigate,
island-unity/validation/waterline-rebake-2026-09-10/README.md,97887b0179cb7aa4c21ef4dc97ac7ea6aa6d62f0246b8c2949a191aae6ff1184,958,16,island-unity,documentation,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation.meta,4518d3947e8f1254729d6a4bb5d8888121121d8424da4e3e9807868df7118026,77,3,com.motu.navigation.meta,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/CHANGELOG.md,74acbaf8591813479a216fe85844cb318e72695e1b5df88726c375eacbc5ad57,139,5,com.motu.navigation,documentation,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/CHANGELOG.md.meta,329ca71513ce8b477df862ecce536b310f5636ce57e21d8e1e99f4588f915ecf,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Editor.meta,6a9262d14f477849430d471312dbd68bcf7a12670be22f7c927ce8df963976df,77,3,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Editor/IslandNavigationRegistration.cs,d04336ebd7b58ece5f02d2264d499f2b9191f73180b57cef522d4d89fc48a073,249,11,com.motu.navigation,editor,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Editor/IslandNavigationRegistration.cs.meta,92dfd991ddd1f9222030562a63fdfbaad208d36a574e31b89df417d9a8bd6310,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Editor/Motu.Navigation.Editor.asmdef,a40dc072d50d6a9e90a27a8648b95a5983047e6bb44765a9676aa334917e8835,146,10,com.motu.navigation,build/config,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Editor/Motu.Navigation.Editor.asmdef.meta,23f7bc3be81cb78383ff3e9cccc8f28db6ff6213577da7afcc414a0f78f07332,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/LICENSE.md,5802b1398180bcf01fe70321b318a6e46d3a3e8d28d1b9b577dae2219ee9c5ee,201,4,com.motu.navigation,documentation,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/LICENSE.md.meta,7319e9f6142a0f6a88432907d96ff02a52e39abf2077858923c0d1485cb06c8c,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/README.md,8605ccbaa9a70ef118c3b5875051fbbad4de40301abb34e49976971a227336b8,3153,56,com.motu.navigation,documentation,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/README.md.meta,8870b52959013d5deb8e72ca5f546f4753b782454395b8bf8f99594df682f455,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Runtime.meta,a39d50c0491cbbad002d465548dd4ac61c3a67ac227c68007546e03160bd4ab0,116,5,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Runtime/AssemblyInfo.cs,3fe444d52dff21f7fabd68cf8cd91214bed14706f3780a5cf309c292bdf1add6,288,5,com.motu.navigation,implementation,0,0,0,Optional package installer has no scene reference.,AlwaysLinkAssembly preserves runtime initializer root under IL2CPP.,Assembly-only metadata; no runtime resource allocation.,No whole-pipeline performance claim.,reviewed,focused change reviewed,"Clean navigation IL2CPP player installs, bakes and registers navigation."
packages/com.motu.navigation/Runtime/AssemblyInfo.cs.meta,e6cd1fcf096446b141b273ace42d88a0811dc4ca7b9ed2488e9515def8a514e1,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Runtime/IslandNavigation.cs,b83129ea7453977fda09aa6d9f0111929183d50bfcc570cbb37e50b3f1d2fcab,17710,343,com.motu.navigation,implementation,0,5,0,Optional navigation installer -> background chunk index -> sequential native bakes -> connected registered chunks.,"Serialized chunk bake lifecycle, temporary neighbour queries, registration, cancellation and source release; standard long-path limitations documented.",Prepared arrays borrowed through indexing/build; current Unity sources retained until native operation completes; all owned links/data released on unload.,One global bake; one worker by default; one spatial source batch uploaded at a time. Full-world peak memory is not inferred from source payload counters.,reviewed,bound navigation bake allocations,NAVIGATION_CHUNKS.md; navigation-chunks/connectivity.json; navigation_chunks validation entry.
packages/com.motu.navigation/Runtime/IslandNavigation.cs.meta,b8f4925bebcb52423c9ffb1337aa7654df0379aaf4fc8c2b31c8951e1064718f,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Runtime/IslandNavigationBuildSettings.cs,e6f43b0107f6de6622571d79fcf7af01839d984df3c25cb11593f922e424d9a2,1096,26,com.motu.navigation,implementation,0,0,0,Optional navigation installer -> background chunk index -> sequential native bakes -> connected registered chunks.,Native bake worker limit copied from validated settings; full height mesh and existing voxel/tile semantics retained.,Prepared arrays borrowed through indexing/build; current Unity sources retained until native operation completes; all owned links/data released on unload.,One global bake; one worker by default; one spatial source batch uploaded at a time. Full-world peak memory is not inferred from source payload counters.,reviewed,bound navigation bake allocations,NAVIGATION_CHUNKS.md; navigation-chunks/connectivity.json; navigation_chunks validation entry.
packages/com.motu.navigation/Runtime/IslandNavigationBuildSettings.cs.meta,71b8f1afc3fe67ecaf63a69b924442f25b67f14125231ea6c236c611a68a2c30,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Runtime/IslandNavigationChunks.cs,c8d8a3ee45c7b2cd1290b0fc19b03e54ce0bec2a40770adec306de7f6e7cf38b,5464,106,com.motu.navigation,implementation,0,5,0,Optional navigation installer -> background chunk index -> sequential native bakes -> connected registered chunks.,"Worker index of original faces, overlap context, shared vertical quantization range and deterministic chunk order.",Prepared arrays borrowed through indexing/build; current Unity sources retained until native operation completes; all owned links/data released on unload.,One global bake; one worker by default; one spatial source batch uploaded at a time. Full-world peak memory is not inferred from source payload counters.,reviewed,bound navigation bake allocations,NAVIGATION_CHUNKS.md; navigation-chunks/connectivity.json; navigation_chunks validation entry.
packages/com.motu.navigation/Runtime/IslandNavigationChunks.cs.meta,7065a4652dc3d824bbebd656ef97d714464c79b59fb5e5dfd537ef646acaee37,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Runtime/IslandNavigationInstaller.cs,cb85e5e69e1a00e2e723e9db4207dea4282b976ebe4010412793a802a74fc0f7,794,22,com.motu.navigation,implementation,0,0,0,Navigation registers at editor/runtime initialization; core invokes extension only when present.,Whole LOD0 source preserved; 0.5 m default radius; terrain readiness distinct from nav readiness.,Runtime owns extension; extension retains upload sources through asynchronous bake completion.,See measurement/evidence; no unmeasured speed claim.,reviewed,optional navigation boundary,IslandNavigationTests; core assembly dependency check; clean core-only consumer.
packages/com.motu.navigation/Runtime/IslandNavigationInstaller.cs.meta,ab131a67047de426ae610c5d3427c4bc533cc61011c80b00fe588ca8c567fe83,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Runtime/IslandNavigationSeams.cs,adbf77dd2e730758cd45c4970fd52932a3a6a249a35f54726ef8449efee842c4,7879,137,com.motu.navigation,implementation,0,2,0,Optional navigation installer -> background chunk index -> sequential native bakes -> connected registered chunks.,Crossings derived from walkable source faces; height-aware endpoint checks and horizontal border checks; discard redundancy only with traversable paths on both sides.,Prepared arrays borrowed through indexing/build; current Unity sources retained until native operation completes; all owned links/data released on unload.,One global bake; one worker by default; one spatial source batch uploaded at a time. Full-world peak memory is not inferred from source payload counters.,reviewed,bound navigation bake allocations,NAVIGATION_CHUNKS.md; navigation-chunks/connectivity.json; navigation_chunks validation entry.
packages/com.motu.navigation/Runtime/IslandNavigationSeams.cs.meta,249744bd27edb2674089d066551708dd21aecf13122e1cd81641478470f76f01,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Runtime/IslandNavigationSources.cs,550764abcddb8c610767aba4f459ee9faa6a7192a79140da37a8b58289813bfb,7491,169,com.motu.navigation,implementation,0,6,0,Optional navigation installer -> background chunk index -> sequential native bakes -> connected registered chunks.,"Compact source vertices, unchanged LOD0 face positions and material areas, local obstacle selection with conservative rotated AABBs.",Prepared arrays borrowed through indexing/build; current Unity sources retained until native operation completes; all owned links/data released on unload.,One global bake; one worker by default; one spatial source batch uploaded at a time. Full-world peak memory is not inferred from source payload counters.,reviewed,bound navigation bake allocations,NAVIGATION_CHUNKS.md; navigation-chunks/connectivity.json; navigation_chunks validation entry.
packages/com.motu.navigation/Runtime/IslandNavigationSources.cs.meta,d36add7c62b9cc7b5baa13dea13fea94f478a9dd81cadfef0372461482280cf0,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Runtime/Motu.Navigation.asmdef,cc8af09d20164c4376933cad24556f6b4e1ae27b9d6ee15c223dec654225fbc0,74,6,com.motu.navigation,build/config,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Runtime/Motu.Navigation.asmdef.meta,91851e40441250d230a07cd252315456c210fa8fcfa1df566b42308cde0fcfd0,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Third Party Notices.md,913698c75f3ab67ecc674fc12cde6940d931266cf89dcc20bb294af59438c52c,239,5,com.motu.navigation,documentation,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/Third Party Notices.md.meta,7b099b3193929ee74b0efa934f25fd4fa02030c2990a6ce469cc052531d52489,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/package.json,6b39ba2efdb9a13aa9dd4507e4f7b05067c785793b9d636d9266c80dcdd80c93,314,11,com.motu.navigation,build/config,0,0,0,,,,,pending,investigate,
packages/com.motu.navigation/package.json.meta,3c9f1e75344132bcad1f69760999aa6f07289dac7e75412e2d4e4aa724f65e7f,60,2,com.motu.navigation,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime.meta,95bc04871ef589d352a20aefbf066caa940a7500e6bed030cfe421447169c6ae,77,3,com.motu.runtime.meta,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/CHANGELOG.md,74acbaf8591813479a216fe85844cb318e72695e1b5df88726c375eacbc5ad57,139,5,com.motu.runtime,documentation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/CHANGELOG.md.meta,6d79efdeb752cec592c91596b56c24e19284439d8202c99376f2bebd2c9a40be,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Documentation~/architecture.md,e4dc77e9844a32a0fb3e7f421d1a626b0c50e22fbc26652a185bc0cc48f33cdc,2291,34,com.motu.runtime,sample/documentation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Documentation~/validation.md,b28b4bf3d6b24793755a980f6130e0bedec6f86ee9c057ad32170f3a203d9515,1476,23,com.motu.runtime,sample/documentation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Editor.meta,6f7ffd77acb6522ee603f3c208fcee9a0f91c94578e6a8512223125fae803c24,77,3,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Editor/AssemblyInfo.cs,06bbba12591205d7aaca1506c814abd139f9b7a0279b63f3476764b31becbd87,147,5,com.motu.runtime,editor,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Editor/AssemblyInfo.cs.meta,c3b8926188c54623b3d18221f52cc5d812dd0742823f7ac05d007f57c47782d4,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Editor/IslandGeneratorEditor.cs,51df5493fe57a19de5f0d1fcf52f0ee6bcae8b6499da8f75812cf3d8928dd46b,3521,94,com.motu.runtime,editor,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Editor/IslandGeneratorEditor.cs.meta,4e053385b29109e2ba0d1cdb49d0c942af8267bf6314fe80044852205fe8548b,59,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Editor/Motu.Editor.asmdef,80f59c3d6c5c9ad6ea108a9d5fc7c5c9ba384ab3058dc87892607f6571c2290f,139,10,com.motu.runtime,build/config,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Editor/Motu.Editor.asmdef.meta,cf610752fbec306922acac1db6e387ed220664ebadea91eceec595374f10839a,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Editor/NoiseBenchmark.cs,c9446f4d1f01a69c532840b2ccdd313db392bc194cd6657ae536994df99899b3,1529,37,com.motu.runtime,editor,0,2,0,Island material construction; generic material factories; benchmark editor entry point.,Noise pixels unchanged; main-thread reference-counted leases; explicit shader resource references survive player stripping.,Last lease destroys generated noise; authored textures borrowed; resource shader library immutable.,See measurement/evidence; no unmeasured speed claim.,reviewed,share immutable data / preserve player shaders,SharedNoiseLivesUntilTheLastIslandReleasesIt; clean player; noise benchmark.
